cve_id,cwe_ids,cwe_descriptions,repo_url,parents,filenames,repo_size
CVE-2018-19360,CWE-502,The product deserializes untrusted data without sufficiently verifying that the resulting data will be valid.,https://github.com/FasterXML/jackson-databind,['0899726ec34568fae12d0c552b6024d8ba5625e1'],SubTypeValidator.java,81704000
CVE-2018-19361,CWE-502,The product deserializes untrusted data without sufficiently verifying that the resulting data will be valid.,https://github.com/FasterXML/jackson-databind,['0899726ec34568fae12d0c552b6024d8ba5625e1'],SubTypeValidator.java,81704000
CVE-2018-19362,CWE-502,The product deserializes untrusted data without sufficiently verifying that the resulting data will be valid.,https://github.com/FasterXML/jackson-databind,['0899726ec34568fae12d0c552b6024d8ba5625e1'],SubTypeValidator.java,81704000
CVE-2018-20433,CWE-611,The product processes an XML document that can contain XML entities with URIs that resolve to documents outside of the intended sphere of control; causing the product to embed incorrect documents into its output.,https://github.com/zhutougg/c3p0,['6796e1d0951b52897531e4ea62252191dacb17b5'],C3P0ConfigXmlUtils.java,3538000
CVE-2018-20594,CWE-79,The product does not neutralize or incorrectly neutralizes user-controllable input before it is placed in output that is used as a web page that is served to other users.,https://github.com/hs-web/hsweb-framework,['f4b0f02fa3baf7b6d69aa05aa2b9de3a76ddd9c3'],ModelType.java;FlowableModelManagerController.java,33890000
CVE-2018-20595,CWE-352,The web application does not; or can not; sufficiently verify whether a well-formed; valid; consistent request was intentionally provided by the user who submitted the request.,https://github.com/hs-web/hsweb-framework,['b72a2275ed21240296c6539bae1049c56abb542f'],ErrorType.java;OAuth2ClientController.java,33890000
CVE-2018-21234,CWE-502,The product deserializes untrusted data without sufficiently verifying that the resulting data will be valid.,https://github.com/oblac/jodd,['63c4eb0cc95e18f938acf0f9687543589218f053'],JsonParser.java;JsonParserBase.java;MapToBean.java,42823000
CVE-2018-25068,CWE-668,The product exposes a resource to the wrong control sphere; providing unintended actors with inappropriate access to the resource.,https://github.com/devent/globalpom-utils,['936e971cbf056273c502dc080af6d3333af5ee79'],FileResourceManagerProvider.java,3286000
CVE-2018-25075,CWE-89,The product constructs all or part of an SQL command using externally-influenced input from an upstream component; but it does not neutralize or incorrectly neutralizes special elements that could modify the intended SQL command when it is sent to a downstream component. Without sufficient removal or quoting of SQL syntax in user-controllable inputs; the generated SQL query can cause those inputs to be interpreted as SQL instead of ordinary user data.,https://github.com/karsany/obridge,['b0673c1a9eebf8792c1accab432e76109b91badf'],ProcedureDao.java,427000
CVE-2018-25084,CWE-79,The product does not neutralize or incorrectly neutralizes user-controllable input before it is placed in output that is used as a web page that is served to other users.,https://github.com/pingidentity/ssam,['f0700bb72735ec085ef96d55c179cae8b63e31a3'],HTTPHeaderFilter.java;HTTPRequestParameterFilter.java;SSAMController.java,1240000
CVE-2018-25097,CWE-79,The product does not neutralize or incorrectly neutralizes user-controllable input before it is placed in output that is used as a web page that is served to other users.,https://github.com/acumos/design-studio,['be2dcd2ff34e11d0ed26baa01cd5e2ff20f092b8'],ArtfactDetailsController.java;SolutionController.java;SanitizeUtils.java,50961000
CVE-2018-6331,CWE-502,The product deserializes untrusted data without sufficiently verifying that the resulting data will be valid.,https://github.com/facebook/buck,['8ce226cd2da6ac107d7db9535d6db4a1ac16211a'],ParserCacheCommand.java;ParserStateObjectInputStream.java,2024585000
CVE-2018-8038,CWE-20,"The product receives input or data; but it does
        not validate or incorrectly validates that the input has the
        properties that are required to process the data safely and
        correctly.",https://github.com/apache/cxf-fediz,['84b4d31adc6feaa1d2659f87edd1a2b5a88e9fef'],DOMUtils.java,8199000
CVE-2018-8039,CWE-755,The product does not handle or incorrectly handles an exceptional condition.,https://github.com/apache/cxf,['eaa7a4cb635b4815ff6fb823a2487803817a4829'],AllowAllHostnameVerifier.java;HttpsURLConnectionFactory.java;DefaultHostnameVerifier.java;HostnameVerificationDeprecatedServer.java,142070000
CVE-2018-9159,CWE-22,The product uses external input to construct a pathname that is intended to identify a file or directory that is located underneath a restricted parent directory; but the product does not properly neutralize special elements within the pathname that can cause the pathname to resolve to a location that is outside of the restricted directory.,https://github.com/perwendel/spark,['27236534e90bd2bfe339fd65fe6ddd6a9f0304e1'],ClassPathResource.java;StaticResources.java,2503000
CVE-2019-10648,CWE-862,The product does not perform an authorization check when an actor attempts to access a resource or perform an action.,https://github.com/robo-code/robocode,['e9d00b63d007314be0fa19b12c759f59595df34b'],RobocodeSecurityManager.java;DnsAttack.java,46151000
CVE-2019-10907,CWE-326,The product stores or transmits sensitive data using an encryption scheme that is theoretically sound; but is not strong enough for the level of protection required.,https://github.com/airsonic/airsonic,['83882b18d9bd84189181e7f617cf868dcb05b6d7'],GlobalSecurityConfig.java,122649000
CVE-2019-10908,CWE-335,The product uses a Pseudo-Random Number Generator (PRNG) but does not correctly manage seeds.,https://github.com/airsonic/airsonic,['e330eeb864e48813636295fd5b8e08d1f04a9236'],RecoverController.java,122649000
CVE-2019-11808,CWE-338,The product uses a Pseudo-Random Number Generator (PRNG) in a security context; but the PRNG's algorithm is not cryptographically strong.,https://github.com/ratpack/ratpack,['259717a78b6e7c2ac60698a9085cc7bf2b986b8b'],SessionModule.java;DefaultSessionIdGenerator.java,26075000
CVE-2019-12741,CWE-79,The product does not neutralize or incorrectly neutralizes user-controllable input before it is placed in output that is used as a web page that is served to other users.,https://github.com/jamesagnew/hapi-fhir,['5132f1f4ed0817ba8f446702c3e68563d66529ed'],BaseController.java,425888000
CVE-2019-14439,CWE-502,The product deserializes untrusted data without sufficiently verifying that the resulting data will be valid.,https://github.com/FasterXML/jackson-databind,['322ae225cbcd07178a634e548d991b0aec6b47bf'],SubTypeValidator.java,81704000
CVE-2019-14837,CWE-798,The product contains hard-coded credentials; such as a password or cryptographic key.,https://github.com/keycloak/keycloak,['43e2370f218fa662070273ab3c5dd9bb042ee3fc'],ClientManager.java,540309000
CVE-2019-16771,CWE-74,The product constructs all or part of a command; data structure; or record using externally-influenced input from an upstream component; but it does not neutralize or incorrectly neutralizes special elements that could modify how it is parsed or interpreted when it is sent to a downstream component.,https://github.com/line/armeria,['80310b36196b6fa6efd15af61635d2aa48c44418'],HttpHeaderNames.java;HttpHeadersBase.java;ArmeriaHttpUtil.java,255749000
CVE-2019-17091,CWE-79,The product does not neutralize or incorrectly neutralizes user-controllable input before it is placed in output that is used as a web page that is served to other users.,https://github.com/eclipse-ee4j/mojarra,['999c87859f0ab6c9ae80041dfff479693ef0eb75'],PartialViewContextImpl.java,16356000
CVE-2019-17513,CWE-74,The product constructs all or part of a command; data structure; or record using externally-influenced input from an upstream component; but it does not neutralize or incorrectly neutralizes special elements that could modify how it is parsed or interpreted when it is sent to a downstream component.,https://github.com/ratpack/ratpack,['a4fddbe4c624ddc238ededae6de411cd06496398'],NettyHandlerAdapter.java,26075000
CVE-2019-5748,CWE-611,The product processes an XML document that can contain XML entities with URIs that resolve to documents outside of the intended sphere of control; causing the product to embed incorrect documents into its output.,https://github.com/traccar/traccar,['eea01d00aad283bf505262b3c462dc7b88011fae'],SpotProtocolDecoder.java,23851000
CVE-2020-10194,CWE-862,The product does not perform an authorization check when an actor attempts to access a resource or perform an action.,https://github.com/Zimbra/zm-mailbox,['9e80c509c4217573d7cc9f207ec16d9eed8afe3d'],AutoCompleteGal.java,127173000
CVE-2020-10650,CWE-502,The product deserializes untrusted data without sufficiently verifying that the resulting data will be valid.,https://github.com/FasterXML/jackson-databind,['82d5d10089d6ac311a41548502b7433016c46fc8'],SubTypeValidator.java,81704000
CVE-2020-10683,CWE-611,The product processes an XML document that can contain XML entities with URIs that resolve to documents outside of the intended sphere of control; causing the product to embed incorrect documents into its output.,https://github.com/dom4j/dom4j,['1707bf3d898a8ada3b213acb0e3b38f16eaae73d'],DocumentHelper.java;SAXHelper.java;SAXReader.java,35575000
CVE-2020-11002,CWE-74,The product constructs all or part of a command; data structure; or record using externally-influenced input from an upstream component; but it does not neutralize or incorrectly neutralizes special elements that could modify how it is parsed or interpreted when it is sent to a downstream component.,https://github.com/dropwizard/dropwizard,['6bd2cba1863b9eec41ccd6a87ed1e994e954a503'],InterpolationHelper.java;SelfValidating.java;SelfValidatingValidator.java;ViolationCollector.java,112874000
CVE-2020-13692,CWE-611,The product processes an XML document that can contain XML entities with URIs that resolve to documents outside of the intended sphere of control; causing the product to embed incorrect documents into its output.,https://github.com/pgjdbc/pgjdbc,['97e2e8f5bb325841f7a9d20c22eee1a419c3abdc'],PGProperty.java;BaseConnection.java;BaseDataSource.java;PgConnection.java;PgSQLXML.java;DefaultPGXmlFactoryFactory.java;EmptyStringEntityResolver.java;LegacyInsecurePGXmlFactoryFactory.java;NullErrorHandler.java;PGXmlFactoryFactory.java,45883000
CVE-2020-15124,CWE-22,The product uses external input to construct a pathname that is intended to identify a file or directory that is located underneath a restricted parent directory; but the product does not properly neutralize special elements within the pathname that can cause the pathname to resolve to a location that is outside of the restricted directory.,https://github.com/intranda/goobi-viewer-core,['8ad5d49723fd51f2bbe77cae90ec18d6f348c89f'],DataFileTools.java,561174000
CVE-2020-15250,CWE-732,The product specifies permissions for a security-critical resource in a way that allows that resource to be read or modified by unintended actors.,https://github.com/junit-team/junit4,['b6cfd1e3d736cc2106242a8be799615b472c7fec'],TemporaryFolder.java,24354000
CVE-2020-19005,CWE-863,The product performs an authorization check when an actor attempts to access a resource or perform an action; but it does not correctly perform the check. This allows attackers to bypass intended access restrictions.,https://github.com/94fzb/zrlog,['a7ab55784cee4b6ce6bfb736ccc210d7e52e933a'],PluginHelper.java;UploadService.java;PluginHandler.java,9986000
CVE-2020-21316,CWE-79,The product does not neutralize or incorrectly neutralizes user-controllable input before it is placed in output that is used as a web page that is served to other users.,https://github.com/94fzb/zrlog,['53eb74efe497e73f3fc8942ffbf341e238a99c80'],WebTools.java;CommentService.java;Application.java;ZrLogConfig.java;ArticleController.java;TemplateHelper.java;VisitorInterceptor.java;BlogFrontendFreeMarkerRender.java,9986000
CVE-2020-25021,CWE-125;CWE-787,The product reads data past the end; or before the beginning; of the intended buffer.;The product writes data past the end; or before the beginning; of the intended buffer.,https://github.com/rweather/noise-java,['a8dce061f60259e05b002918462fc4f876100a65'],AESGCMFallbackCipherState.java;AESGCMOnCtrCipherState.java;ChaChaPolyCipherState.java;CipherState.java,215000
CVE-2020-25022,CWE-125;CWE-787,The product reads data past the end; or before the beginning; of the intended buffer.;The product writes data past the end; or before the beginning; of the intended buffer.,https://github.com/rweather/noise-java,['a8dce061f60259e05b002918462fc4f876100a65'],AESGCMFallbackCipherState.java;AESGCMOnCtrCipherState.java;ChaChaPolyCipherState.java;CipherState.java,215000
CVE-2020-25023,CWE-125;CWE-787,The product reads data past the end; or before the beginning; of the intended buffer.;The product writes data past the end; or before the beginning; of the intended buffer.,https://github.com/rweather/noise-java,['a8dce061f60259e05b002918462fc4f876100a65'],AESGCMFallbackCipherState.java;AESGCMOnCtrCipherState.java;ChaChaPolyCipherState.java;CipherState.java,215000
CVE-2020-26230,CWE-200,The product exposes sensitive information to an actor that is not explicitly authorized to have access to that information.,https://github.com/RadarCOVID/radar-covid-backend-dp3t-server,['74b3b9c7e095047bb3b4210e0241727e5b323f6a'],GaenController.java;ResponseRetention.java;ResponseRetentionAspectConfiguration.java;RadarCovidServerException.java;ControllerLoggerAspectConfiguration.java;MethodLoggerAspectConfiguration.java,954000
CVE-2020-26234,CWE-346,The product does not properly verify that the source of data or communication is valid.,https://github.com/opencast/opencast,['4b905437e90bd19700a6a6688f227f9efb20e153'],HttpClientImpl.java,280120000
CVE-2020-26282,CWE-74,The product constructs all or part of a command; data structure; or record using externally-influenced input from an upstream component; but it does not neutralize or incorrectly neutralizes special elements that could modify how it is parsed or interpreted when it is sent to a downstream component.,https://github.com/browserup/browserup-proxy,['07b4cbe8e2386c5e4f4ad461ce9504754153d1ff'],LongPositiveConstraint.java;NotBlankConstraint.java;PatternConstraint.java;PortWithExistingProxyConstraint.java;MessageSanitizer.java,5209000
CVE-2020-28191,CWE-352,The web application does not; or can not; sufficiently verify whether a well-formed; valid; consistent request was intentionally provided by the user who submitted the request.,https://github.com/togglz/togglz,['5f48f45ed753fb1d6de6b96cbb015e22cd75f7a8'],EditPageHandler.java;TogglzCSRFTokenCache.java;TogglzCSRFTokenProvider.java;TogglzCSRFTokenValidator.java;CSRFTokenValidator.java,3729000
CVE-2020-28491,CWE-770,The product allocates a reusable resource or group of resources on behalf of an actor without imposing any restrictions on the size or number of resources that can be allocated; in violation of the intended security policy for that actor.,https://github.com/FasterXML/jackson-dataformats-binary,['961b128a100c6f0da36b1deaae3a4946b9321b90'],CBORGenerator.java;CBORParser.java,11586000
CVE-2020-35460,CWE-22,The product uses external input to construct a pathname that is intended to identify a file or directory that is located underneath a restricted parent directory; but the product does not properly neutralize special elements within the pathname that can cause the pathname to resolve to a location that is outside of the restricted directory.,https://github.com/joniles/mpxj,['1eed5f01ac8e49b433e0538bdc079caeda7d6fd7'],InputStreamHelper.java,467446000
CVE-2020-36628,CWE-22,The product uses external input to construct a pathname that is intended to identify a file or directory that is located underneath a restricted parent directory; but the product does not properly neutralize special elements within the pathname that can cause the pathname to resolve to a location that is outside of the restricted directory.,https://github.com/Calsign/APDE,['15bb52a4a2f69bff99425ccd9e8e183710522dd5'],CopyBuildTask.java,157948000
CVE-2020-36634,CWE-79,The product does not neutralize or incorrectly neutralizes user-controllable input before it is placed in output that is used as a web page that is served to other users.,https://github.com/indeedeng/util,['2125dd7b886b001a0859381f5ebb513194884b2f'],Variable.java;ViewExportedVariablesServlet.java,13681000
CVE-2020-36635,CWE-79,The product does not neutralize or incorrectly neutralizes user-controllable input before it is placed in output that is used as a web page that is served to other users.,https://github.com/openmrs/openmrs-module-appointmentscheduling,['30f9be016661c3985bba77689fbad0dabc785ead'],AppointmentTypeValidator.java,2727000
CVE-2020-36640,CWE-611,The product processes an XML document that can contain XML entities with URIs that resolve to documents outside of the intended sphere of control; causing the product to embed incorrect documents into its output.,https://github.com/bonitasoft/bonita-connector-webservice,['17a214d5a3f8af55080855a67a476497e3235689'],SecureWSConnector.java,241000
CVE-2020-36641,CWE-611,The product processes an XML document that can contain XML entities with URIs that resolve to documents outside of the intended sphere of control; causing the product to embed incorrect documents into its output.,https://github.com/gturri/aXMLRPC,['ff23c94eabb01c1a1a41b90010d64319c02aaaca'],ResponseParser.java,449000
CVE-2020-4070,CWE-79,The product does not neutralize or incorrectly neutralizes user-controllable input before it is placed in output that is used as a web page that is served to other users.,https://github.com/w3c/css-validator,['97a40444cbe0a6c209eb14b131afc2b7b76f0bb2'],StyleSheetParser.java,68148000
CVE-2020-5206,CWE-287,When an actor claims to have a given identity; the product does not prove or insufficiently proves that the claim is correct.,https://github.com/opencast/opencast,['1a7172c95af8d542a77ae5b153e4c834dd4788a6'],SecurityServiceSpringImpl.java,280120000
CVE-2020-5222,CWE-798,The product contains hard-coded credentials; such as a password or cryptographic key.,https://github.com/opencast/opencast,['bbb473f34ab95497d6c432c81285efb0c739f317'],SystemTokenBasedRememberMeService.java,280120000
CVE-2020-5229,CWE-327,The product uses a broken or risky cryptographic algorithm or protocol.,https://github.com/opencast/opencast,['22188197be11f7c6b694647b0d23d83042b45755'],JpaUser.java;PasswordEncoder.java;CustomPasswordEncoder.java;JpaUserAndRoleProvider.java;UserEndpoint.java,280120000
CVE-2020-5230,CWE-74,The product constructs all or part of a command; data structure; or record using externally-influenced input from an upstream component; but it does not neutralize or incorrectly neutralizes special elements that could modify how it is parsed or interpreted when it is sent to a downstream component.,https://github.com/opencast/opencast,['74bfb708a6c0b8ffe3e8ab67e1a78dacbb6f2225'],Id.java;IdImpl.java;IngestRestService.java,280120000
CVE-2020-5245,CWE-74,The product constructs all or part of a command; data structure; or record using externally-influenced input from an upstream component; but it does not neutralize or incorrectly neutralizes special elements that could modify how it is parsed or interpreted when it is sent to a downstream component.,https://github.com/dropwizard/dropwizard,['af0833b110a054742b543db27e4877976ca1ac27'],ViolationCollector.java,112874000
CVE-2020-5246,CWE-74,The product constructs all or part of a command; data structure; or record using externally-influenced input from an upstream component; but it does not neutralize or incorrectly neutralizes special elements that could modify how it is parsed or interpreted when it is sent to a downstream component.,https://github.com/traccar/traccar,['886a1ac0550c5aecb13222668f4ca35758ec92d1'],LdapProvider.java,23851000
CVE-2020-6950,CWE-22,The product uses external input to construct a pathname that is intended to identify a file or directory that is located underneath a restricted parent directory; but the product does not properly neutralize special elements within the pathname that can cause the pathname to resolve to a location that is outside of the restricted directory.,https://github.com/eclipse-ee4j/mojarra,['ea4a097a49c0c0fbf300468b3f9bd577b968a627'],ClasspathResourceHelper.java;ResourceManager.java;WebappResourceHelper.java,16356000
CVE-2020-7611,CWE-444,"The product acts as an intermediary HTTP agent
         (such as a proxy or firewall) in the data flow between two
         entities such as a client and server; but it does not
         interpret malformed HTTP requests or responses in ways that
         are consistent with how the messages will be processed by
         those entities that are at the ultimate destination.",https://github.com/micronaut-projects/micronaut-core,['a2392f4289f7777c4a310c3ae3bb4bc0ce5a65c2'],NettyHttpHeaders.java,107732000
CVE-2020-7692,CWE-863,The product performs an authorization check when an actor attempts to access a resource or perform an action; but it does not correctly perform the check. This allows attackers to bypass intended access restrictions.,https://github.com/googleapis/google-oauth-java-client,['6447917c657a5ae4267afbab74dfdb890bbfbf28'],AuthorizationCodeFlow.java;AuthorizationCodeRequestUrl.java;PKCESample.java,4483000
CVE-2020-8908,CWE-732,The product specifies permissions for a security-critical resource in a way that allows that resource to be read or modified by unintended actors.,https://github.com/google/guava,['554546c9718a8c0bdae233a4afd5102180ef55ca'],Files.java,558021000
CVE-2021-21234,CWE-22,The product uses external input to construct a pathname that is intended to identify a file or directory that is located underneath a restricted parent directory; but the product does not properly neutralize special elements within the pathname that can cause the pathname to resolve to a location that is outside of the restricted directory.,https://github.com/lukashinsch/spring-boot-actuator-logview,['a4bff618fc8e20fd2cd58859d24ca30c233688ac'],LogViewEndpoint.java,218000
CVE-2021-21242,CWE-502,The product deserializes untrusted data without sufficiently verifying that the resulting data will be valid.,https://github.com/theonedev/onedev,['a7914f222a66988a48d73912503e918aca62eeb9'],CoreModule.java;BaseUrlMapper.java;AttachmentUploadServlet.java;MarkdownEditor.java;ProductServletConfigurator.java,225048000
CVE-2021-21243,CWE-502,The product deserializes untrusted data without sufficiently verifying that the resulting data will be valid.,https://github.com/theonedev/onedev,['f864053176c08f59ef2d97fea192ceca46a4d9be'],KubernetesResource.java,225048000
CVE-2021-21244,CWE-94,The product constructs all or part of a code segment using externally-influenced input from an upstream component; but it does not neutralize or incorrectly neutralizes special elements that could modify the syntax or behavior of the intended code segment.,https://github.com/theonedev/onedev,['4c2cf7af1362ee3f18d9cacc014a6700f196575d'],CoreModule.java,225048000
CVE-2021-21245,CWE-434,The product allows the upload or transfer of dangerous file types that are automatically processed within its environment.,https://github.com/theonedev/onedev,['7c15bf791c0dfd863df06ca842cf9fcfd67414cf'],FilenameUtils.java;InsertUrlPanel.java;MarkdownEditor.java;ProjectBlobPage.java,225048000
CVE-2021-21246,CWE-862,The product does not perform an authorization check when an actor attempts to access a resource or perform an action.,https://github.com/theonedev/onedev,['0c060153fb97c0288a1917efdb17cc426934dacb'],User.java;UserResource.java,225048000
CVE-2021-21248,CWE-94,The product constructs all or part of a code segment using externally-influenced input from an upstream component; but it does not neutralize or incorrectly neutralizes special elements that could modify the syntax or behavior of the intended code segment.,https://github.com/theonedev/onedev,['0df578ad840cba284f326325a5dedc82fce7c529'],InputSpec.java;TextInput.java,225048000
CVE-2021-21249,CWE-502,The product deserializes untrusted data without sufficiently verifying that the resulting data will be valid.,https://github.com/theonedev/onedev,['3674eaf4330e37836889669019ce0f19278bdf2b'],VersionedYamlDoc.java,225048000
CVE-2021-21250,CWE-538,The product places sensitive information into files or directories that are accessible to actors who are allowed to have access to the files; but not to the sensitive information.,https://github.com/theonedev/onedev,['d6fc4212b1ac1e9bbe3ce444e95f9af1e3ab8b66'],XmlBuildSpecMigrator.java,225048000
CVE-2021-21290,CWE-378;CWE-379,Opening temporary files without appropriate measures or controls can leave the file; its contents and any function that it impacts vulnerable to attack.;The product creates a temporary file in a directory whose permissions allow unintended actors to determine the file's existence or otherwise access that file.,https://github.com/netty/netty,['8f397e29e3ee0b8a04aa8ccb99bf5f092dd3dd1b'],AbstractDiskHttpData.java;NativeLibraryLoader.java;PlatformDependent.java;SelfSignedCertificate.java,97335000
CVE-2021-21292,CWE-428,The product uses a search path that contains an unquoted element; in which the element contains whitespace or other separators. This can cause the product to access resources in a parent path.,https://github.com/traccar/traccar,['5d0bacea7ebdd169d55c7da0f7d6f3ae1ecf372f'],WindowsService.java,23851000
CVE-2021-21295,CWE-444,"The product acts as an intermediary HTTP agent
         (such as a proxy or firewall) in the data flow between two
         entities such as a client and server; but it does not
         interpret malformed HTTP requests or responses in ways that
         are consistent with how the messages will be processed by
         those entities that are at the ultimate destination.",https://github.com/netty/netty,['bf9b90c3402683099b6da0e07fd55a4cebd21895'],HttpObjectDecoder.java;HttpUtil.java;DefaultHttp2ConnectionDecoder.java,97335000
CVE-2021-21318,CWE-863,The product performs an authorization check when an actor attempts to access a resource or perform an action; but it does not correctly perform the check. This allows attackers to bypass intended access restrictions.,https://github.com/opencast/opencast,['29b08ceec87c926bfbb2961fee8288ec44cba7e8'],SearchServiceImpl.java;SearchEntity.java;SearchServiceDatabase.java;SearchServiceDatabaseImpl.java;SolrIndexManager.java,280120000
CVE-2021-21369,CWE-400,The product does not properly control the allocation and maintenance of a limited resource; thereby enabling an actor to influence the amount of resources consumed; eventually leading to the exhaustion of available resources.,https://github.com/hyperledger/besu,['a9bdd29128eca70d1922b282aa2b479ab492b563'],AuthenticationUtils.java;JsonRpcMethod.java,94463000
CVE-2021-21409,CWE-444,"The product acts as an intermediary HTTP agent
         (such as a proxy or firewall) in the data flow between two
         entities such as a client and server; but it does not
         interpret malformed HTTP requests or responses in ways that
         are consistent with how the messages will be processed by
         those entities that are at the ultimate destination.",https://github.com/netty/netty,['5867de70d7159415652da2f390f111d59ef0c5a9'],DefaultHttp2ConnectionDecoder.java,97335000
CVE-2021-23463,CWE-611,The product processes an XML document that can contain XML entities with URIs that resolve to documents outside of the intended sphere of control; causing the product to embed incorrect documents into its output.,https://github.com/h2database/h2database,['04dc8a82219bfcb3bafb8839bb9692f8bb942af8'],JdbcSQLXML.java,91034000
CVE-2021-23792,CWE-611,The product processes an XML document that can contain XML entities with URIs that resolve to documents outside of the intended sphere of control; causing the product to embed incorrect documents into its output.,https://github.com/haraldk/TwelveMonkeys,['6653f4a85d4d44eae25154373706c4e1350b45cc'],XMPReader.java,299531000
CVE-2021-25924,CWE-352,The web application does not; or can not; sufficiently verify whether a well-formed; valid; consistent request was intentionally provided by the user who submitted the request.,https://github.com/gocd/gocd,['ae5618922e9249eb51349242f713a1f4f1e3f3fb'],BackupConfigControllerV1.java,408019000
CVE-2021-25929,CWE-79,The product does not neutralize or incorrectly neutralizes user-controllable input before it is placed in output that is used as a web page that is served to other users.,https://github.com/OpenNMS/opennms,['607151ea8f90212a3fb37c977fa57c7d58d26a84'],NotificationsPageIT.java;AddNewUserServlet.java;RenameUserServlet.java;GroupController.java;UserIT.java,811350000
CVE-2021-25930,CWE-352,The web application does not; or can not; sufficiently verify whether a well-formed; valid; consistent request was intentionally provided by the user who submitted the request.,https://github.com/OpenNMS/opennms,['bfa48e1394aa2564ae332c31c9789db69788b277'],UserManager.java;UserIT.java;AddNewUserServlet.java;RenameUserServlet.java;GroupController.java;NotificationsPageIT.java,811350000
CVE-2021-25931,CWE-352,The web application does not; or can not; sufficiently verify whether a well-formed; valid; consistent request was intentionally provided by the user who submitted the request.,https://github.com/OpenNMS/opennms,['bfa48e1394aa2564ae332c31c9789db69788b277'],UserManager.java;UserIT.java;AddNewUserServlet.java;RenameUserServlet.java;GroupController.java;NotificationsPageIT.java,811350000
CVE-2021-25932,CWE-79,The product does not neutralize or incorrectly neutralizes user-controllable input before it is placed in output that is used as a web page that is served to other users.,https://github.com/OpenNMS/opennms,['795106d2b216b88d872dc97fba3639cca70e5631'],AddNewUserServlet.java;RenameUserServlet.java;GroupController.java;NotificationsPageIT.java;UserIT.java,811350000
CVE-2021-25933,CWE-79,The product does not neutralize or incorrectly neutralizes user-controllable input before it is placed in output that is used as a web page that is served to other users.,https://github.com/OpenNMS/opennms,['795106d2b216b88d872dc97fba3639cca70e5631'],AddNewUserServlet.java;RenameUserServlet.java;GroupController.java;NotificationsPageIT.java;UserIT.java,811350000
CVE-2021-25934,CWE-79,The product does not neutralize or incorrectly neutralizes user-controllable input before it is placed in output that is used as a web page that is served to other users.,https://github.com/OpenNMS/opennms,['b6a85570aa7007561277330c26f08739f5bb4daf'],AddNewUserServlet.java;RenameUserServlet.java;GroupController.java;NotificationsPageIT.java;UserIT.java,811350000
CVE-2021-25935,CWE-79,The product does not neutralize or incorrectly neutralizes user-controllable input before it is placed in output that is used as a web page that is served to other users.,https://github.com/OpenNMS/opennms,['b6a85570aa7007561277330c26f08739f5bb4daf'],AddNewUserServlet.java;RenameUserServlet.java;GroupController.java;NotificationsPageIT.java;UserIT.java,811350000
CVE-2021-25958,CWE-209,The product generates an error message that includes sensitive information about its environment; users; or associated data.,https://github.com/apache/ofbiz-framework,['326e0f12a48736f5c101724c7947c7ce4b907ca1'],LoginServices.java,746262000
CVE-2021-25959,CWE-79,The product does not neutralize or incorrectly neutralizes user-controllable input before it is placed in output that is used as a web page that is served to other users.,https://github.com/opencrx/opencrx,['3347508365d040abd77d22ac8ee8cb50664eea68'],CopyDb.java,544039000
CVE-2021-27582,CWE-1321,The product receives input from an upstream component that specifies attributes that are to be initialized or updated in an object; but it does not properly control modifications of attributes of the object prototype.,https://github.com/mitreid-connect/OpenID-Connect-Java-Spring-Server,['0d4ef2cb4f77bea5df9e2d4f1cfff4dffb7045c0'],OAuthConfirmationController.java,15301000
CVE-2021-27693,CWE-918,The web server receives a URL or similar request from an upstream component and retrieves the contents of this URL; but it does not sufficiently ensure that the request is being sent to the expected destination.,https://github.com/sanluan/PublicCMS,['276f2fb6f8a703265ca2b9de18174b6a09ead38a'],UeditorAdminController.java,166576000
CVE-2021-27736,CWE-611,The product processes an XML document that can contain XML entities with URIs that resolve to documents outside of the intended sphere of control; causing the product to embed incorrect documents into its output.,https://github.com/FusionAuth/fusionauth-samlv2,['15fa48df134833ab86286474770f502a2c872f53'],DefaultSAMLv2Service.java;SAMLTools.java,540000
CVE-2021-29061,CWE-770,The product allocates a reusable resource or group of resources on behalf of an actor without imposing any restrictions on the size or number of resources that can be allocated; in violation of the intended security policy for that actor.,https://github.com/fracpete/vfsjfilechooser2,['5a5f3487dd44066beb2351a332751932df39973b'],VFSURIValidator.java,504000
CVE-2021-29451,CWE-347,The product does not verify; or incorrectly verifies; the cryptographic signature for data.,https://github.com/ManyDesigns/Portofino,['cc3aebd9e61073b3bd88be0dc354bbc92aa83168'],JWTRealm.java;AbstractPortofinoRealm.java,68659000
CVE-2021-29506,CWE-400,The product does not properly control the allocation and maintenance of a limited resource; thereby enabling an actor to influence the amount of resources consumed; eventually leading to the exhaustion of available resources.,https://github.com/graphhopper/graphhopper,['744f0e2535355e67aefbb6906303332b8aff0a7f'],NavigateResource.java,137873000
CVE-2021-32620,CWE-863,The product performs an authorization check when an actor attempts to access a resource or perform an action; but it does not correctly perform the check. This allows attackers to bypass intended access restrictions.,https://github.com/xwiki/xwiki-platform,['e4dec4ea301dc42c25c129665ce0f55a2142324a'],XWiki.java,573127000
CVE-2021-32621,CWE-94,The product constructs all or part of a code segment using externally-influenced input from an upstream component; but it does not neutralize or incorrectly neutralizes special elements that could modify the syntax or behavior of the intended code segment.,https://github.com/xwiki/xwiki-platform,['5308f7d8cdb5c61e8ae29c53fcc8075cfc6576fb'],DefaultGadgetSource.java,573127000
